idx,t,px,py,pz,vx,vy,vz,ax,ay,az,yaw,mode
100,10.033444816053512,9.997792140755745,0.2101245112847523,-10.033444816053512,-3.9581307146725324,188.32913832508683,30.00000000000013,0.0,0.0,0.0,361.2040133779264,70
101,10.133779264214047,9.964693747217874,0.8395704402592021,-10.133779264214047,-15.81504949804602,187.70566147667995,29.99999999999987,0.0,0.0,0.0,364.8160535117057,70
102,10.234113712374581,9.892005856487879,1.4656807753428114,-10.234113712374581,-27.609135456490186,186.33643438782664,30.00000000000013,0.0,0.0,0.0,368.4280936454849,70
103,10.334448160535118,9.780017255870114,2.0859679946928242,-10.334448160535118,-39.293530959977765,184.22689696600062,30.00000000000013,0.0,0.0,0.0,372.0401337792642,70
104,10.434782608695652,9.629172873477994,2.6979677115702394,-10.434782608695652,-50.82181417611668,181.38543035445926,29.99999999999987,0.0,0.0,0.0,375.6521739130435,70
105,10.535117056856187,9.440072010544919,3.299248465291213,-10.535117056856187,-62.14818350301169,177.82332363416117,29.99999999999987,0.0,0.0,0.0,379.26421404682276,70
106,10.635451505016722,9.213465960414371,3.887421381363959,-10.635451505016722,-73.22763953796773,173.55472897250917,29.99999999999987,0.0,0.0,0.0,382.87625418060196,70
107,10.735785953177256,8.95025502366888,4.460149662431742,-10.735785953177256,-84.01616385907403,168.5966053971116,30.00000000000013,0.0,0.0,0.0,386.4882943143812,70
108,10.836120401337793,8.651484931256686,5.015157872314537,-10.836120401337793,-94.47089390937045,162.96865141796013,30.00000000000013,0.0,0.0,0.0,390.10033444816054,70
109,10.936454849498327,8.318342689826938,5.55024097626425,-10.936454849498327,-104.55029328879525,156.69322676571088,29.99999999999987,0.0,0.0,0.0,393.7123745819398,70
110,11.036789297658862,7.952151865779795,6.063273101516616,-11.036789297658862,-114.2143167773417,149.79526355699184,30.00000000000013,0.0,0.0,0.0,397.324414715719,70
111,11.137123745819398,7.554367326767797,6.552215983334429,-11.137123745819398,-123.42456943378268,142.30216723967857,30.00000000000013,0.0,0.0,0.0,400.93645484949826,70
112,11.237458193979933,7.126569461540447,7.015127062986037,-11.237458193979933,-132.14445913788416,134.2437077116845,29.99999999999987,0.0,0.0,0.0,404.5484949832776,70
113,11.337792642140467,6.670457901096332,7.4501672054861645,-11.337792642140467,-140.33934197005186,125.65190104585133,29.99999999999987,0.0,0.0,0.0,408.16053511705684,70
114,11.438127090301002,6.187844766088595,7.855608006436547,-11.438127090301002,-147.97665985082244,116.56088229083386,29.99999999999987,0.0,0.0,0.0,411.77257525083604,70
115,11.538461538461537,5.680647467311567,8.229838658936558,-11.538461538461537,-155.0260698933524,107.00676985333902,30.00000000000015,0.0,0.0,0.0,415.38461538461536,70
116,11.638795986622075,5.150881087872183,8.57137235328163,-11.638795986622075,-161.45956495500567,97.02752200053493,30.00000000000015,0.0,0.0,0.0,418.9966555183947,70
117,11.73913043478261,4.600650377311521,8.878852184023753,-11.73913043478261,-167.25158490908666,86.66278605273853,29.99999999999987,0.0,0.0,0.0,422.60869565217394,70
118,11.839464882943144,4.032141389483645,9.151056540925365,-11.839464882943144,-172.3791181946234,75.95374086552732,29.99999999999987,0.0,0.0,0.0,426.2207357859532,70
119,11.939799331103679,3.447612797414375,9.386903962388484,-11.939799331103679,-176.82179324077475,64.94293322710618,30.00000000000013,0.0,0.0,0.0,429.83277591973246,70
120,12.040133779264215,2.849386919645687,9.585457432076577,-12.040133779264215,-180.56195940260093,53.67410882089846,30.00000000000013,0.0,0.0,0.0,433.4448160535117,70
121,12.14046822742475,2.2398404937180483,9.745928101658707,-12.14046822742475,-183.5847570866671,42.19203842496253,29.99999999999987,0.0,0.0,0.0,437.056856187291,70
122,12.240802675585284,1.6213952334472457,9.86767842488569,-12.240802675585284,-185.87817678786854,30.542340038731712,29.99999999999987,0.0,0.0,0.0,440.66889632107024,70
123,12.341137123745819,0.9965082075115707,9.950224690546545,-12.341137123745819,-187.43310680291557,18.771297643755755,30.00000000000013,0.0,0.0,0.0,444.2809364548495,70
124,12.441471571906355,0.3676620775749015,9.993238944241916,-12.441471571906355,-188.24336943091484,6.925677318518279,30.00000000000013,0.0,0.0,0.0,447.89297658862876,70
125,12.54180602006689,-0.26264476527046754,9.99655029133931,-12.54180602006689,-188.30574551723143,-4.947458562110291,29.99999999999987,0.0,0.0,0.0,451.505016722408,70
126,12.642140468227424,-0.891908126553736,9.960145575933486,-12.642140468227424,-187.61998724312076,-16.800938304595334,29.99999999999987,0.0,0.0,0.0,455.1170568561873,70
127,12.742474916387959,-1.517627957532144,9.884169433114591,-12.742474916387959,-186.18881911030692,-28.587668308783726,30.00000000000013,0.0,0.0,0.0,458.72909698996654,70
128,12.842809364548495,-2.137318287826691,9.768923714336271,-12.842809364548495,-184.017927116595,-40.260820169684486,30.00000000000013,0.0,0.0,0.0,462.3411371237458,70
129,12.94314381270903,-2.748517102124752,9.61486628816687,-12.94314381270903,-181.1159361655337,-51.774016725635626,29.99999999999987,0.0,0.0,0.0,465.95317725752506,70
130,13.043478260869565,-3.3487961217098587,9.422609221188207,-13.043478260869565,-177.49437579988052,-63.08151631369437,29.99999999999987,0.0,0.0,0.0,469.5652173913044,70
131,13.1438127090301,-3.935770451956728,9.192916346269248,-13.1438127090301,-173.16763439498973,-74.13839450020005,30.00000000000013,0.0,0.0,0.0,473.17725752508363,70
132,13.244147157190636,-4.507108057462298,8.926700227875832,-13.244147157190636,-168.15290199413042,-84.90072256450755,30.00000000000013,0.0,0.0,0.0,476.7892976588629,70
133,13.34448160535117,-5.060539027168302,8.625018536473211,-13.34448160535117,-162.47010201285227,-95.32574202678173,29.99999999999987,0.0,0.0,0.0,480.4013377926421,70
134,13.444816053511705,-5.593864592665322,8.289069846425788,-13.444816053511705,-156.1418120837052,-105.37203452643878,29.99999999999987,0.0,0.0,0.0,484.01337792642136,70
135,13.54515050167224,-6.104965863848603,7.920188874089006,-13.54515050167224,-149.19317435583045,-114.99968637633306,30.00000000000013,0.0,0.0,0.0,487.6254180602006,70
136,13.645484949832776,-6.591812247219371,7.519841175012189,-13.645484949832776,-141.6517956057948,-124.1704471389157,30.00000000000013,0.0,0.0,0.0,491.2374581939799,70
137,13.74581939799331,-7.052469513385692,7.08961732132034,-13.74581939799331,-133.54763755649967,-132.8478815943329,29.99999999999987,0.0,0.0,0.0,494.8494983277592,70
138,13.846153846153845,-7.485107481711007,6.631226582407956,-13.846153846153845,-124.91289783995241,-140.99751449670933,29.99999999999987,0.0,0.0,0.0,498.46153846153845,70
139,13.94648829431438,-7.888007291579353,6.146490134051382,-13.94648829431438,-115.78188207682045,-148.5869675435009,30.00000000000013,0.0,0.0,0.0,502.0735785953177,70
140,14.046822742474916,-8.259568231388736,5.637333822919657,-14.046822742474916,-106.19086758099621,-155.58608801373876,30.00000000000015,0.0,0.0,0.0,505.685618729097,70
141,14.147157190635452,-8.598314098141206,5.105780515230379,-14.147157190635452,-96.17795923067276,-161.9670685640958,29.999999999999883,0.0,0.0,0.0,509.2976588628763,70
142,14.247491638795987,-8.90289906236314,4.553942059949108,-14.247491638795987,-85.78293807854226,-167.70455770681104,29.99999999999987,0.0,0.0,0.0,512.9096989966555,70
143,14.347826086956522,-9.172113015054531,3.9840108984624125,-14.347826086956522,-75.04710330259631,-172.77576053056052,30.00000000000013,0.0,0.0,0.0,516.5217391304349,70
144,14.448160535117058,-9.404886375423985,3.398251354059072,-14.448160535117058,-64.01310812545314,-177.16052926412007,30.00000000000013,0.0,0.0,0.0,520.1337792642141,70
145,14.548494983277592,-9.600294340308398,2.7989906358261587,-14.548494983277592,-52.724790354090516,-180.84144332298482,29.99999999999987,0.0,0.0,0.0,523.7458193979934,70
146,14.648829431438127,-9.75756055839449,2.1886095927013147,-14.648829431438127,-41.226998213257104,-183.8038785209585,29.99999999999987,0.0,0.0,0.0,527.3578595317725,70
147,14.749163879598662,-9.876060214644566,1.5695332544150657,-14.749163879598662,-29.565412164511695,-186.0360651716937,30.00000000000013,0.0,0.0,0.0,530.9698996655518,70
148,14.849498327759198,-9.95532251267216,0.9442211969040332,-14.849498327759198,-17.786363418811383,-187.529134849383,30.00000000000013,0.0,0.0,0.0,534.581939799331,70
149,14.949832775919733,-9.995032545205177,0.3151577704727052,-14.949832775919733,-5.936649863686124,-188.27715562282143,29.99999999999987,0.0,0.0,0.0,538.1939799331103,70
150,15.050167224080267,-9.995032545205177,-0.3151577704726979,-15.050167224080267,5.936649863686124,-188.27715562282143,29.99999999999987,0.0,0.0,0.0,541.8060200668897,70
151,15.150501672240802,-9.95532251267216,-0.944221196904026,-15.150501672240802,17.786363418811383,-187.52913484938307,30.00000000000013,0.0,0.0,0.0,545.418060200669,70
152,15.250836120401338,-9.876060214644566,-1.5695332544150586,-15.250836120401338,29.56541216451143,-186.03606517169374,30.00000000000013,0.0,0.0,0.0,549.0301003344482,70
153,15.351170568561873,-9.757560558394491,-2.1886095927013076,-15.351170568561873,41.226998213256834,-183.8038785209584,29.99999999999987,0.0,0.0,0.0,552.6421404682275,70
154,15.451505016722408,-9.6002943403084,-2.7989906358261507,-15.451505016722408,52.724790354090516,-180.84144332298482,29.99999999999987,0.0,0.0,0.0,556.2541806020066,70
155,15.551839464882942,-9.404886375423986,-3.398251354059065,-15.551839464882942,64.01310812545314,-177.16052926412013,30.00000000000013,0.0,0.0,0.0,559.8662207357859,70
156,15.652173913043478,-9.172113015054533,-3.984010898462405,-15.652173913043478,75.04710330259604,-172.77576053056052,30.00000000000013,0.0,0.0,0.0,563.4782608695651,70
157,15.752508361204013,-8.902899062363144,-4.553942059949101,-15.752508361204013,85.78293807854199,-167.70455770681124,29.99999999999987,0.0,0.0,0.0,567.0903010033445,70
158,15.852842809364548,-8.59831409814121,-5.105780515230372,-15.852842809364548,96.17795923067355,-161.96706856409742,29.99999999999987,0.0,0.0,0.0,570.7023411371238,70
159,15.953177257525082,-8.259568231388739,-5.6373338229196515,-15.953177257525082,106.1908675809971,-155.58608801374004,30.00000000000013,0.0,0.0,0.0,574.314381270903,70
160,16.05351170568562,-7.888007291579356,-6.146490134051375,-16.05351170568562,115.78188207682032,-148.58696754350103,30.00000000000013,0.0,0.0,0.0,577.9264214046823,70
161,16.153846153846153,-7.485107481711012,-6.631226582407952,-16.153846153846153,124.91289783995029,-140.99751449670734,29.99999999999987,0.0,0.0,0.0,581.5384615384615,70
162,16.254180602006688,-7.052469513385709,-7.08961732132032,-16.254180602006688,133.54763755649756,-132.84788159433117,29.99999999999987,0.0,0.0,0.0,585.1505016722407,70
163,16.354515050167223,-6.59181224721939,-7.519841175012173,-16.354515050167223,141.6517956057944,-124.17044713891623,29.99999999999987,0.0,0.0,0.0,588.76254180602,70
164,16.454849498327757,-6.104965863848624,-7.92018887408899,-16.454849498327757,149.19317435583017,-114.99968637633332,29.99999999999987,0.0,0.0,0.0,592.3745819397993,70
165,16.55518394648829,-5.5938645926653425,-8.289069846425773,-16.55518394648829,156.14181208370493,-105.37203452643931,30.000000000000398,0.0,0.0,0.0,595.9866220735786,70
166,16.65551839464883,-5.060539027168324,-8.625018536473199,-16.65551839464883,162.47010201285426,-95.32574202678332,30.000000000000398,0.0,0.0,0.0,599.5986622073578,70
167,16.755852842809364,-4.507108057462305,-8.926700227875829,-16.755852842809364,168.15290199413266,-84.90072256450888,29.99999999999987,0.0,0.0,0.0,603.2107023411371,70
