idx,t,px,py,pz,vx,vy,vz,ax,ay,az,yaw,mode
72,9.664429530201343,5.5102040816326525,14.489795918367347,-5,-1.520408163265305,1.5204081632653084,0.0,0.0,0.0,0.0,0.0,70
73,9.798657718120806,5.3061224489795915,14.693877551020408,-5,-1.5204081632653017,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
74,9.93288590604027,5.1020408163265305,14.89795918367347,-5,-1.5204081632653117,1.5204081632653117,0.0,0.0,0.0,0.0,0.0,70
75,10.06711409395973,4.8979591836734695,15.10204081632653,-5,-1.5204081632653117,1.5204081632653117,0.0,0.0,0.0,0.0,0.0,70
76,10.201342281879194,4.6938775510204085,15.306122448979592,-5,-1.520408163265305,1.5204081632653084,0.0,0.0,0.0,0.0,0.0,70
77,10.335570469798657,4.489795918367347,15.510204081632654,-5,-1.520408163265305,1.5204081632653084,0.0,0.0,0.0,0.0,0.0,70
78,10.46979865771812,4.285714285714286,15.714285714285715,-5,-1.5204081632653017,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
79,10.604026845637584,4.081632653061225,15.918367346938776,-5,-1.520408163265305,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
80,10.738255033557047,3.8775510204081627,16.122448979591837,-5,-1.520408163265305,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
81,10.87248322147651,3.6734693877551017,16.3265306122449,-5,-1.5204081632653117,1.5204081632653117,0.0,0.0,0.0,0.0,0.0,70
82,11.006711409395972,3.4693877551020407,16.53061224489796,-5,-1.5204081632653117,1.5204081632653117,0.0,0.0,0.0,0.0,0.0,70
83,11.140939597315436,3.2653061224489797,16.73469387755102,-5,-1.5204081632653017,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
84,11.275167785234899,3.0612244897959187,16.93877551020408,-5,-1.520408163265305,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
85,11.409395973154362,2.8571428571428568,17.142857142857142,-5,-1.520408163265305,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
86,11.543624161073826,2.6530612244897958,17.346938775510203,-5,-1.5204081632653017,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
87,11.677852348993289,2.4489795918367347,17.551020408163264,-5,-1.520408163265305,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
88,11.812080536912752,2.244897959183673,17.755102040816325,-5,-1.520408163265315,1.520408163265325,0.0,0.0,0.0,0.0,0.0,70
89,11.946308724832214,2.040816326530612,17.95918367346939,-5,-1.5204081632653117,1.5204081632653117,0.0,0.0,0.0,0.0,0.0,70
90,12.080536912751677,1.8367346938775508,18.163265306122447,-5,-1.5204081632653017,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
91,12.21476510067114,1.6326530612244898,18.367346938775512,-5,-1.5204081632653017,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
92,12.348993288590604,1.4285714285714288,18.57142857142857,-5,-1.5204081632653017,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
93,12.483221476510067,1.2244897959183678,18.775510204081634,-5,-1.5204081632653084,1.5204081632653148,0.0,0.0,0.0,0.0,0.0,70
94,12.61744966442953,1.020408163265305,18.979591836734695,-5,-1.5204081632653084,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
95,12.751677852348994,0.816326530612244,19.183673469387756,-5,-1.5204081632653117,1.5204081632653117,0.0,0.0,0.0,0.0,0.0,70
96,12.885906040268456,0.612244897959183,19.387755102040817,-5,-1.5204081632653117,1.5204081632653117,0.0,0.0,0.0,0.0,0.0,70
97,13.020134228187919,0.408163265306122,19.591836734693878,-5,-1.5204081632653017,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
98,13.154362416107382,0.204081632653061,19.79591836734694,-5,-1.5204081632653017,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
99,13.288590604026846,0.0,20.0,-5,-0.7602040816326509,0.7602040816326509,0.0,0.0,0.0,0.0,0.0,70
100,13.422818791946309,0.0,20.0,-5,0.7602040816326516,0.7602040816326509,0.0,0.0,0.0,0.0,0.0,70
101,13.557046979865772,0.20408163265306123,20.20408163265306,-5,1.5204081632653033,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
102,13.691275167785236,0.40816326530612246,20.408163265306122,-5,1.5204081632653033,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
103,13.825503355704699,0.6122448979591837,20.612244897959183,-5,1.5204081632653135,1.5204081632653117,0.0,0.0,0.0,0.0,0.0,70
104,13.95973154362416,0.8163265306122449,20.816326530612244,-5,1.5204081632653135,1.5204081632653117,0.0,0.0,0.0,0.0,0.0,70
105,14.093959731543624,1.0204081632653061,21.020408163265305,-5,1.5204081632653033,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
106,14.228187919463087,1.2244897959183674,21.224489795918366,-5,1.5204081632653033,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
107,14.36241610738255,1.4285714285714286,21.428571428571427,-5,1.5204081632653033,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
108,14.496644295302014,1.6326530612244898,21.632653061224488,-5,1.5204081632653033,1.5204081632653148,0.0,0.0,0.0,0.0,0.0,70
109,14.630872483221477,1.836734693877551,21.836734693877553,-5,1.5204081632653033,1.5204081632653148,0.0,0.0,0.0,0.0,0.0,70
110,14.76510067114094,2.0408163265306123,22.040816326530614,-5,1.5204081632653141,1.5204081632653117,0.0,0.0,0.0,0.0,0.0,70
111,14.899328859060402,2.2448979591836737,22.244897959183675,-5,1.5204081632653135,1.5204081632653117,0.0,0.0,0.0,0.0,0.0,70
112,15.033557046979865,2.4489795918367347,22.448979591836736,-5,1.5204081632653017,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
113,15.167785234899329,2.6530612244897958,22.653061224489797,-5,1.5204081632653033,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
114,15.302013422818792,2.857142857142857,22.857142857142858,-5,1.520408163265305,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
115,15.436241610738255,3.0612244897959187,23.06122448979592,-5,1.5204081632653033,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
116,15.570469798657719,3.2653061224489797,23.26530612244898,-5,1.5204081632653017,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
117,15.704697986577182,3.4693877551020407,23.46938775510204,-5,1.5204081632653135,1.5204081632653117,0.0,0.0,0.0,0.0,0.0,70
118,15.838926174496644,3.673469387755102,23.6734693877551,-5,1.520408163265315,1.5204081632653117,0.0,0.0,0.0,0.0,0.0,70
119,15.973154362416107,3.8775510204081636,23.877551020408163,-5,1.5204081632652933,1.5204081632652917,0.0,0.0,0.0,0.0,0.0,70
120,16.107382550335572,4.081632653061225,24.081632653061224,-5,1.5204081632653017,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
