# ts wx wy wz ax ay az
1654544057.268093 0.022371 0.072440 -0.008522 -0.394469 8.699060 4.226622
1654544057.273095 0.023437 0.021306 0.008522 -0.538833 8.705075 4.346925
1654544057.278097 -0.022371 -0.064983 0.013849 -0.683203 8.711090 4.467234
1654544057.283098 -0.027698 -0.028763 -0.006392 -0.229790 8.717107 4.038227
1654544057.288100 0.012784 0.058591 -0.010653 -0.151589 8.723122 3.954010
1654544057.293102 0.028763 0.041547 0.005326 -0.073383 8.729138 3.869789
1654544057.298104 -0.012784 -0.051134 0.008522 0.140580 8.689909 3.695055
1654544057.303105 -0.026632 -0.056461 -0.004261 0.272929 8.677877 3.574738
1654544057.308107 0.000000 0.033024 -0.013849 0.405278 8.665846 3.454421
1654544057.313108 0.027698 0.055395 -0.004261 0.033411 8.667822 3.824310
1654544057.318110 -0.005326 -0.025567 0.017045 -0.050799 8.661807 3.914535
1654544057.323112 -0.028763 -0.058591 0.005326 -0.135010 8.655791 4.004761
1654544057.328114 -0.010653 0.014914 -0.009588 -0.257991 8.675630 4.133756
1654544057.333115 0.029828 0.058591 -0.005326 -0.360242 8.681646 4.242022
1654544057.338117 0.008522 0.002131 0.012784 -0.462493 8.687661 4.350288
1654544057.343119 -0.027698 -0.057526 0.010653 -0.233064 8.681828 4.055811
1654544057.348128 -0.014914 -0.009588 -0.006392 -0.166826 8.681828 3.959466
1654544057.353130 0.023437 0.056461 -0.007457 -0.100686 8.681828 3.863262
1654544057.358131 0.019175 0.019175 0.004261 -0.034552 8.681828 3.767067
1654544057.363133 -0.024502 -0.057526 0.013849 0.132390 8.698613 3.670744
1654544057.368134 -0.020241 -0.029828 -0.004261 0.234644 8.704628 3.574505
1654544057.373136 0.013849 0.045808 -0.005326 0.336903 8.710643 3.478262
1654544057.378138 0.025567 0.037285 0.004261 -0.047791 8.653829 3.868968
1654544057.383140 -0.013849 -0.037285 0.008522 -0.131992 8.635786 3.959184
1654544057.388142 -0.027698 -0.045808 0.001065 -0.216198 8.617742 4.049405
1654544057.393143 0.006392 0.020241 -0.005326 -0.285779 8.658209 4.139629
1654544057.398144 0.025567 0.042612 -0.004261 -0.363973 8.664223 4.229852
1654544057.403147 -0.004261 -0.015979 0.008522 -0.442173 8.670239 4.320083
1654544057.408149 -0.030894 -0.042612 0.001065 -0.140966 8.716903 3.990255
1654544057.413150 -0.002131 0.002131 -0.004261 -0.050750 8.740961 3.894025
1654544057.418152 0.021306 0.045808 -0.003196 0.039470 8.765020 3.797790
1654544057.423153 0.005326 0.005326 0.007457 0.029931 8.714253 3.776371
1654544057.428155 -0.026632 -0.041547 0.004261 0.072034 8.702223 3.716224
1654544057.433157 -0.010653 -0.022371 -0.004261 0.114141 8.690193 3.656070
1654544057.438158 0.021306 0.033024 0.003196 -0.037443 8.655376 3.869364
1654544057.443160 0.009588 0.018110 0.000000 -0.097594 8.631316 3.953576
1654544057.448161 -0.019175 -0.033024 0.006392 -0.157743 8.607257 4.037784
1654544057.453163 -0.015979 -0.030894 -0.004261 -0.217897 8.583195 4.122000
1654544057.458165 0.018110 0.022371 0.004261 -0.245384 8.640789 4.124554
1654544057.463166 0.014914 0.033024 0.001065 -0.293503 8.646804 4.178688
1654544057.468168 -0.009588 -0.009588 0.001065 -0.341626 8.652820 4.232827
1654544057.473170 -0.021306 -0.041547 -0.004261 -0.069426 8.735102 3.920881
1654544057.478172 0.009588 0.004261 0.005326 0.008771 8.771193 3.830654
1654544057.483174 0.012784 0.035155 0.001065 0.086968 8.807284 3.740427
1654544057.488175 -0.009588 0.003196 0.000000 -0.004948 8.729970 3.806141
1654544057.493177 -0.018110 -0.034090 -0.001065 0.001066 8.717940 3.782082
1654544057.498178 0.009588 -0.011718 0.007457 0.007081 8.705911 3.758024
1654544057.503180 0.014914 0.029828 0.001065 -0.117858 8.654596 3.956587
1654544057.508182 0.002131 0.019175 -0.006392 -0.171993 8.624521 4.034782
1654544057.513184 -0.019175 -0.018110 0.001065 -0.226125 8.594448 4.112973
1654544057.518185 -0.003196 -0.021306 0.003196 -0.172107 8.648490 4.046962
1654544057.523187 0.012784 0.011718 0.000000 -0.172107 8.660519 4.052977
1654544057.528188 0.001065 0.028763 -0.003196 -0.172107 8.672548 4.058992
1654544057.533190 -0.014914 -0.004261 -0.004261 -0.172107 8.684577 4.065006
1654544057.538192 -0.007457 -0.022371 0.007457 -0.019528 8.730517 3.850631
1654544057.543193 0.010653 -0.006392 0.008522 0.034609 8.754578 3.778448
1654544057.548196 0.003196 0.022371 -0.004261 0.088751 8.778641 3.706258
1654544057.553197 -0.008522 0.019175 -0.006392 -0.095251 8.723321 3.903970
1654544057.558199 -0.006392 -0.015979 0.002131 -0.131341 8.717306 3.934044
1654544057.563200 0.007457 -0.023437 0.011718 -0.167428 8.711291 3.964117
1654544057.568202 -0.001065 0.010653 -0.002131 -0.188722 8.631292 4.023786
1654544057.573204 -0.003196 0.018110 -0.009588 -0.218796 8.595203 4.065890
1654544057.578205 -0.009588 -0.007457 0.000000 -0.248869 8.559115 4.107992
1654544057.583207 0.005326 -0.021306 0.009588 -0.100599 8.660213 3.958034
1654544057.588209 0.000000 -0.004261 0.004261 -0.052476 8.684274 3.915927
1654544057.593210 -0.003196 0.020241 -0.009588 -0.004356 8.708334 3.873822
1654544057.598212 -0.008522 0.011718 -0.005326 -0.044726 8.732400 3.856993
1654544057.603214 0.004261 -0.015979 0.012784 -0.038710 8.756463 3.826913
1654544057.608216 -0.002131 -0.018110 0.005326 -0.032694 8.780528 3.796832
1654544057.613217 -0.008522 0.012784 -0.011718 -0.153913 8.723618 3.940261
1654544057.618219 -0.001065 0.023437 -0.007457 -0.214064 8.705573 4.000411
1654544057.623220 0.005326 -0.004261 0.008522 -0.274217 8.687527 4.060565
1654544057.628222 0.000000 -0.029828 0.015979 -0.334376 8.669479 4.120724
1654544057.633224 -0.009588 -0.002131 -0.010653 -0.146958 8.634936 4.032327
1654544057.638226 0.004261 0.026632 -0.014914 -0.116884 8.610877 4.038341
1654544057.643227 0.007457 0.015979 0.007457 -0.086812 8.586819 4.044356
1654544057.648229 0.001065 -0.024502 0.013849 0.020385 8.670732 3.834426
1654544057.653231 -0.011718 -0.023437 0.002131 0.080536 8.688778 3.756230
1654544057.658232 -0.002131 0.021306 -0.014914 0.140681 8.706821 3.678042
1654544057.663234 0.009588 0.030894 0.006392 -0.043047 8.710517 3.815038
1654544057.668236 0.000000 -0.011718 0.014914 -0.085148 8.722546 3.827066
1654544057.673237 -0.013849 -0.037285 0.004261 -0.127248 8.734574 3.839095
1654544057.678239 -0.004261 0.008522 -0.014914 -0.262232 8.706806 4.063402
1654544057.683240 0.013849 0.042612 -0.006392 -0.346441 8.700791 4.171672
1654544057.688242 0.006392 0.000000 0.019175 -0.430655 8.694775 4.279946
1654544057.693244 -0.017045 -0.042612 0.006392 -0.161358 8.664379 4.010332
1654544057.698246 -0.012784 -0.018110 -0.012784 -0.071132 8.646334 3.932137
1654544057.703247 0.012784 0.043677 -0.011718 0.019093 8.628289 3.853941
1654544057.708249 0.017045 0.025567 0.014914 0.109323 8.610243 3.775742
1654544057.713251 -0.015979 -0.040481 0.009588 0.148156 8.694962 3.697556
1654544057.718252 -0.020241 -0.038351 -0.010653 0.220336 8.713007 3.619362
1654544057.723254 0.006392 0.028763 -0.011718 0.292515 8.731051 3.541167
1654544057.728256 0.024502 0.049004 0.011718 -0.164942 8.684900 3.944458
1654544057.733257 -0.006392 -0.021306 0.014914 -0.291266 8.678885 4.046720
1654544057.738259 -0.027698 -0.054330 -0.006392 -0.417589 8.672870 4.148983
1654544057.743261 0.001065 0.008522 -0.020241 -0.364222 8.666855 4.176362
1654544057.748262 0.024502 0.056461 0.006392 -0.418353 8.660840 4.248537
1654544057.753264 -0.002131 0.003196 0.021306 -0.472490 8.654824 4.320719
1654544057.758266 -0.028763 -0.064983 0.001065 -0.054230 8.690492 3.948294
1654544057.763267 -0.008522 -0.026632 -0.017045 0.096142 8.702522 3.827997
1654544057.768269 0.027698 0.054330 0.002131 0.246527 8.714553 3.707688
1654544057.773271 0.009588 0.035155 0.018110 0.166201 8.713765 3.715561
1654544057.778273 -0.021306 -0.047938 0.004261 0.208304 8.719780 3.655414
1654544057.783274 -0.020241 -0.044742 -0.015979 0.250404 8.725794 3.595270
1654544057.788276 0.021306 0.041547 -0.002131 -0.130018 8.684862 3.910699
1654544057.793278 0.019175 0.059657 0.018110 -0.304451 8.666817 4.043028
1654544057.798279 -0.022371 -0.028763 0.009588 -0.478885 8.648772 4.175357
1654544057.803281 -0.023437 -0.067114 -0.013849 -0.653319 8.630727 4.307686
1654544057.808283 0.017045 0.019175 -0.005326 -0.410916 8.679380 4.223272
1654544057.813284 0.026632 0.071375 0.013849 -0.434977 8.685396 4.277410
1654544057.818286 -0.012784 -0.003196 0.012784 -0.459039 8.691412 4.331550
1654544057.823288 -0.028763 -0.074571 -0.006392 0.078468 8.728625 3.855320
1654544057.828289 0.006392 -0.013849 -0.010653 0.270955 8.746670 3.704939
1654544057.833291 0.028763 0.075636 0.007457 0.463451 8.764716 3.554551
1654544057.838293 -0.004261 0.025567 0.017045 0.205751 8.710154 3.694620
1654544057.843295 -0.031959 -0.068179 -0.005326 0.211765 8.698124 3.664546
1654544057.848296 -0.004261 -0.044742 -0.009588 0.217780 8.686095 3.634473
1654544057.853298 0.025567 0.060722 0.003196 -0.219778 8.647184 4.021091
1654544057.858299 0.007457 0.060722 0.015979 -0.412245 8.623125 4.177471
1654544057.863301 -0.029828 -0.052200 -0.003196 -0.604712 8.599067 4.333850
1654544057.868303 -0.013849 -0.064983 -0.009588 -0.401582 8.649182 4.181169
1654544057.873305 0.022371 0.037285 0.001065 -0.401582 8.661210 4.187184
1654544057.878306 0.013849 0.074571 0.012784 -0.401582 8.673239 4.193198
1654544057.883308 -0.022371 -0.023437 -0.005326 -0.006643 8.707840 3.894546
1654544057.888310 -0.019175 -0.079897 -0.004261 0.203894 8.731901 3.738148
1654544057.893311 0.012784 0.004261 0.001065 0.414430 8.755963 3.581749
1654544057.898313 0.013849 0.083093 0.011718 0.624967 8.780024 3.425351
1654544057.903315 -0.011718 0.009588 0.001065 0.170385 8.722973 3.723178
1654544057.908316 -0.023437 -0.080963 -0.006392 0.134293 8.716958 3.735209
1654544057.913318 0.010653 -0.033024 0.000000 0.098202 8.710942 3.747239
1654544057.918320 0.019175 0.076701 0.008522 -0.316517 8.629202 4.107608
1654544057.923321 -0.004261 0.043677 0.002131 -0.502995 8.593109 4.257994
1654544057.928323 -0.026632 -0.068179 -0.006392 -0.689464 8.557019 4.408372
1654544057.933325 0.003196 -0.055395 0.001065 -0.397624 8.661607 4.178917
1654544057.938327 0.018110 0.061787 0.011718 -0.379576 8.685672 4.166885
1654544057.943328 -0.001065 0.064983 -0.001065 -0.361531 8.709732 4.154855
1654544057.948330 -0.018110 -0.042612 -0.005326 0.059254 8.720802 3.805043
1654544057.953332 -0.002131 -0.083093 -0.001065 0.263778 8.738848 3.636611
1654544057.958333 0.012784 0.027698 0.008522 0.468293 8.756893 3.468188
1654544057.963335 0.003196 0.080963 0.003196 0.184325 8.739196 3.716761
1654544057.968337 -0.009588 -0.017045 -0.005326 0.142217 8.739196 3.758868
1654544057.973338 -0.009588 -0.090550 -0.003196 0.100114 8.739196 3.800971
1654544057.978340 0.006392 -0.003196 0.009588 0.058011 8.739196 3.843074
1654544057.983341 0.003196 0.078832 0.003196 -0.371616 8.638101 4.171606
1654544057.988343 -0.006392 0.015979 -0.009588 -0.552059 8.602012 4.315961
1654544057.993345 -0.009588 -0.084158 -0.003196 -0.732503 8.565923 4.460316
1654544057.998347 0.002131 -0.029828 0.009588 -0.345211 8.640228 4.084250
1654544058.003348 0.002131 0.069244 0.006392 -0.309125 8.646242 4.030121
1654544058.008350 -0.002131 0.045808 -0.007457 -0.273039 8.652257 3.975992
1654544058.013352 -0.008522 -0.063918 -0.006392 0.100945 8.731726 3.745561
1654544058.018353 -0.004261 -0.057526 0.011718 0.275367 8.767814 3.619255
1654544058.023355 0.004261 0.051134 0.009588 0.449790 8.803901 3.492949
1654544058.028357 0.006392 0.063918 -0.008522 0.120575 8.758319 3.775000
1654544058.033359 -0.003196 -0.038351 -0.012784 0.072452 8.758319 3.829138
1654544058.038360 0.000000 -0.071375 0.006392 0.024336 8.758319 3.883268
1654544058.043362 -0.004261 0.018110 0.015979 -0.249380 8.658051 4.087798
1654544058.048363 -0.003196 0.075636 -0.007457 -0.405760 8.609934 4.214104
1654544058.053365 0.002131 -0.006392 -0.013849 -0.562139 8.561817 4.340411
1654544058.058367 0.003196 -0.069244 0.008522 -0.306151 8.639701 4.077255
1654544058.063369 -0.007457 -0.007457 0.017045 -0.245992 8.657749 3.999048
1654544058.068370 0.001065 0.060722 -0.006392 -0.185838 8.675795 3.920849
1654544058.073372 0.009588 0.013849 -0.013849 -0.125685 8.693840 3.842649
1654544058.078374 -0.002131 -0.064983 0.005326 0.065663 8.711894 3.698835
1654544058.083375 -0.013849 -0.025567 0.019175 0.173956 8.729942 3.596559
1654544058.088377 -0.012784 0.052200 -0.002131 0.282243 8.747990 3.494287
1654544058.093379 0.012784 0.037285 -0.019175 0.038120 8.750720 3.867016
1654544058.098380 0.007457 -0.052200 -0.003196 0.008035 8.762754 3.951255
1654544058.103382 -0.003196 -0.046873 0.022371 -0.022048 8.774787 4.035487
1654544058.108384 -0.008522 0.034090 0.010653 -0.223110 8.658576 4.105445
1654544058.113385 0.006392 0.049004 -0.017045 -0.325376 8.616466 4.183649
1654544058.118387 0.008522 -0.025567 -0.004261 -0.427653 8.574353 4.261861
1654544058.123389 -0.006392 -0.045808 0.015979 -0.226927 8.637632 3.984379
1654544058.128390 -0.015979 0.013849 0.014914 -0.190831 8.643648 3.900156
1654544058.133392 -0.002131 0.043677 -0.017045 -0.154734 8.649664 3.815930
1654544058.138394 0.017045 -0.005326 -0.017045 -0.058125 8.704083 3.816382
1654544058.143396 0.004261 -0.038351 0.014914 0.008061 8.734168 3.774264
1654544058.148397 -0.021306 -0.003196 0.021306 0.074244 8.764251 3.732148
1654544058.153399 -0.009588 0.036220 -0.011718 0.140433 8.794337 3.690027
1654544058.158401 0.014914 0.009588 -0.015979 -0.032000 8.739196 3.971718
1654544058.163402 0.010653 -0.030894 0.009588 -0.050048 8.739196 4.043909
1654544058.168404 -0.019175 -0.013849 0.023437 -0.068094 8.739196 4.116092
1654544058.173405 -0.012784 0.025567 -0.001065 -0.134028 8.659378 4.060555
1654544058.178407 0.010653 0.015979 -0.018110 -0.170120 8.629302 4.084616
1654544058.183409 0.014914 -0.026632 0.004261 -0.206211 8.599226 4.108677
1654544058.188411 -0.013849 -0.017045 0.020241 -0.167869 8.658466 3.894563
1654544058.193412 -0.022371 0.014914 0.005326 -0.173884 8.664481 3.822383
1654544058.198414 0.005326 0.008522 -0.025567 -0.179899 8.670496 3.750204
1654544058.203416 0.019175 -0.007457 -0.006392 -0.144494 8.676511 3.871330
1654544058.208417 -0.010653 -0.007457 0.025567 -0.132464 8.682526 3.883359
1654544058.213419 -0.023437 0.007457 0.010653 -0.120436 8.688541 3.895388
1654544058.218421 0.001065 0.002131 -0.018110 -0.108405 8.694555 3.983784
1654544058.223423 0.020241 -0.006392 -0.014914 -0.096376 8.700569 4.031902
1654544058.228424 0.006392 -0.001065 0.023437 -0.084346 8.706584 4.080020
1654544058.233426 -0.024502 0.005326 0.018110 -0.037369 8.700950 3.999998
1654544058.238428 -0.006392 -0.001065 -0.012784 -0.007294 8.700950 3.981954
1654544058.243429 0.025567 -0.006392 -0.017045 0.022779 8.700950 3.963910
1654544058.248431 0.010653 0.006392 0.013849 0.052853 8.700950 3.945866
1654544058.253433 -0.022371 0.004261 0.021306 -0.116086 8.667782 3.861492
1654544058.258434 -0.014914 -0.006392 -0.006392 -0.158185 8.655754 3.819392
1654544058.263436 0.015979 -0.018110 -0.023437 -0.200285 8.643725 3.777293
1654544058.268437 0.015979 0.009588 0.005326 -0.257897 8.647200 3.921239
1654544058.273439 -0.015979 0.021306 0.023437 -0.306017 8.641185 3.951314
1654544058.278441 -0.023437 -0.007457 -0.002131 -0.354135 8.635170 3.981388
1654544058.283443 0.012784 -0.026632 -0.021306 -0.157005 8.686861 4.025891
1654544058.288444 0.020241 0.009588 -0.004261 -0.102871 8.704905 4.061980
1654544058.293446 -0.007457 0.036220 0.023437 -0.048739 8.722949 4.098068
1654544058.298448 -0.023437 -0.002131 0.007457 0.085488 8.727647 3.893888
1654544058.303449 0.000000 -0.038351 -0.021306 0.175714 8.739677 3.821708
1654544058.308451 0.025567 -0.002131 -0.006392 0.265939 8.751707 3.749527
1654544058.313452 -0.006392 0.041547 0.018110 -0.011930 8.702389 3.836863
1654544058.318454 -0.021306 0.011718 0.011718 -0.102148 8.684346 3.842877
1654544058.323456 -0.002131 -0.047938 -0.010653 -0.192370 8.666301 3.848892
1654544058.328457 0.021306 -0.027698 -0.007457 -0.316149 8.637069 4.000370
1654544058.333459 0.005326 0.044742 0.008522 -0.424417 8.613009 4.084578
1654544058.338461 -0.022371 0.036220 0.013849 -0.532680 8.588951 4.168782
1654544058.343463 -0.013849 -0.041547 -0.010653 -0.640942 8.564892 4.252986
1654544058.348464 0.014914 -0.044742 -0.015979 -0.168706 8.669834 4.030815
1654544058.353466 0.008522 0.034090 0.011718 -0.060447 8.693892 4.000743
1654544058.358468 -0.015979 0.051134 0.013849 0.047818 8.717951 3.970669
1654544058.363470 -0.014914 -0.030894 -0.002131 0.246332 8.742005 3.760066
1654544058.368471 0.009588 -0.064983 -0.009588 0.390664 8.766061 3.657830
1654544058.373473 0.014914 0.019175 0.005326 0.534996 8.790116 3.555595
1654544058.378474 -0.014914 0.076701 0.011718 -0.018801 8.716432 3.858278
1654544058.383476 -0.008522 -0.006392 0.002131 -0.175154 8.698392 3.930441
1654544058.388478 0.005326 -0.078832 -0.009588 -0.331507 8.680351 4.002604
1654544058.393480 0.014914 -0.012784 0.003196 -0.449225 8.623670 4.113409
1654544058.398481 -0.011718 0.074571 0.007457 -0.587539 8.587588 4.203614
1654544058.403483 -0.013849 0.022371 0.000000 -0.725847 8.551508 4.293814
1654544058.408485 0.002131 -0.077767 -0.011718 -0.238815 8.633411 4.041854
1654544058.413486 0.011718 -0.041547 0.001065 -0.058386 8.657468 3.957654
1654544058.418488 -0.002131 0.076701 0.011718 0.122060 8.681528 3.873446
1654544058.423490 -0.010653 0.060722 0.004261 0.302498 8.705586 3.789242
1654544058.428492 0.000000 -0.068179 -0.007457 0.349093 8.746390 3.638063
1654544058.433493 0.007457 -0.074571 0.002131 0.481420 8.776464 3.529796
1654544058.438495 -0.004261 0.038351 0.005326 0.613747 8.806538 3.421529
1654544058.443496 -0.007457 0.092681 0.002131 -0.068129 8.742662 3.939573
1654544058.448498 -0.002131 -0.037285 -0.009588 -0.248562 8.736647 4.071890
1654544058.453500 0.003196 -0.098007 0.000000 -0.428994 8.730633 4.204207
1654544058.458502 -0.009588 0.019175 0.008522 -0.536563 8.607992 4.234497
1654544058.463503 -0.006392 0.105464 0.005326 -0.686923 8.553863 4.324713
1654544058.468505 0.001065 0.001065 -0.006392 -0.837290 8.499731 4.414933
1654544058.473507 0.009588 -0.107595 -0.003196 -0.191213 8.634584 3.965191
1654544058.478508 -0.009588 -0.023437 0.008522 0.013276 8.664656 3.814832
1654544058.483510 -0.003196 0.095877 0.001065 0.217775 8.694729 3.664465
1654544058.488512 0.007457 0.038351 -0.004261 0.273264 8.737230 3.663119
1654544058.493513 0.002131 -0.093746 -0.003196 0.405590 8.773320 3.584926
1654544058.498515 -0.009588 -0.057526 0.010653 0.537923 8.809411 3.506729
1654544058.503517 -0.012784 0.086289 0.006392 0.023734 8.743416 3.893571
1654544058.508518 0.008522 0.076701 -0.005326 -0.186773 8.725372 4.061977
1654544058.513520 0.014914 -0.060722 -0.001065 -0.397280 8.707329 4.230383
1654544058.518522 -0.012784 -0.086289 0.008522 -0.607777 8.689286 4.398781
1654544058.523524 -0.008522 0.044742 0.006392 -0.525321 8.638684 4.241660
1654544058.528525 0.008522 0.093746 -0.007457 -0.627572 8.608610 4.289778
1654544058.533527 0.014914 -0.030894 -0.003196 -0.729818 8.578538 4.337894
1654544058.538528 -0.011718 -0.098007 0.010653 -0.087318 8.639657 3.838847
1654544058.543530 -0.020241 0.010653 0.010653 0.105148 8.645672 3.670439
1654544058.548532 -0.001065 0.099073 -0.008522 0.297633 8.651687 3.502015
1654544058.553533 0.024502 0.012784 -0.003196 0.264197 8.742435 3.644247
1654544058.558535 -0.002131 -0.100138 0.010653 0.360454 8.784547 3.608151
1654544058.563537 -0.022371 -0.021306 0.008522 0.456698 8.826654 3.572059
1654544058.568539 -0.005326 0.088420 -0.010653 -0.047130 8.738307 3.979495
1654544058.573540 0.022371 0.036220 -0.008522 -0.227582 8.720262 4.147916
1654544058.578542 0.007457 -0.079897 0.005326 -0.408033 8.702217 4.316338
1654544058.583544 -0.025567 -0.053265 0.015979 -0.408976 8.672206 4.197551
1654544058.588545 -0.012784 0.071375 -0.006392 -0.499202 8.648146 4.221611
1654544058.593547 0.024502 0.064983 -0.009588 -0.589427 8.624086 4.245671
1654544058.598549 0.013849 -0.055395 0.004261 -0.679653 8.600026 4.269731
1654544058.603550 -0.021306 -0.072440 0.013849 -0.042974 8.660486 3.786640
1654544058.608552 -0.020241 0.043677 0.002131 0.125452 8.666501 3.630244
1654544058.613554 0.018110 0.077767 -0.014914 0.293886 8.672516 3.473841
1654544058.618555 0.022371 -0.027698 0.004261 0.209041 8.726010 3.697326
1654544058.623557 -0.011718 -0.084158 0.019175 0.281219 8.750069 3.685296
1654544058.628559 -0.025567 0.013849 0.004261 0.353396 8.774129 3.673267
1654544058.633561 0.000000 0.075636 -0.015979 -0.105369 8.709698 4.059449
1654544058.638562 0.030894 0.002131 -0.004261 -0.249721 8.697669 4.209815
1654544058.643564 -0.002131 -0.076701 0.015979 -0.394087 8.685638 4.360197
1654544058.648566 -0.031959 -0.010653 0.006392 -0.333381 8.673610 4.168807
1654544058.653567 -0.002131 0.067114 -0.012784 -0.387514 8.661580 4.168807
1654544058.658569 0.034090 0.020241 -0.010653 -0.441647 8.649551 4.168807
1654544058.663570 0.003196 -0.061787 0.012784 -0.155862 8.662704 3.891854
1654544058.668572 -0.030894 -0.034090 0.014914 -0.047614 8.662704 3.759552
1654544058.673574 -0.013849 0.055395 -0.005326 0.060634 8.662704 3.627249
1654544058.678575 0.035155 0.042612 -0.013849 0.076827 8.685718 3.725087
1654544058.683577 0.013849 -0.047938 0.008522 0.136970 8.697747 3.713058
1654544058.688579 -0.029828 -0.044742 0.013849 0.197111 8.709775 3.701030
1654544058.693581 -0.023437 0.033024 -0.005326 0.257251 8.721803 3.689002
1654544058.698582 0.021306 0.051134 -0.013849 -0.110088 8.717392 4.088021
1654544058.703584 0.025567 -0.024502 0.008522 -0.206321 8.723406 4.226357
1654544058.708586 -0.021306 -0.052200 0.020241 -0.302560 8.729421 4.364699
1654544058.713587 -0.031959 0.009588 0.001065 -0.275877 8.689350 4.118961
1654544058.718589 0.017045 0.051134 -0.019175 -0.323990 8.677322 4.106932
1654544058.723591 0.036220 -0.009588 -0.002131 -0.372103 8.665294 4.094904
1654544058.728593 -0.015979 -0.046873 0.017045 -0.120288 8.667544 3.840060
1654544058.733594 -0.037285 0.000000 0.009588 -0.042094 8.661528 3.725777
1654544058.738596 0.003196 0.038351 -0.015979 0.036095 8.655514 3.611501
1654544058.743598 0.034090 0.009588 -0.006392 0.008650 8.675908 3.787713
1654544058.748599 -0.001065 -0.041547 0.017045 0.038723 8.681923 3.805757
1654544058.753601 -0.036220 -0.015979 0.011718 0.068794 8.687938 3.823800
1654544058.758602 -0.008522 0.033024 -0.010653 -0.046622 8.693951 3.975205
1654544058.763604 0.033024 0.014914 -0.011718 -0.088722 8.699965 4.059407
1654544058.768605 0.006392 -0.024502 0.006392 -0.130821 8.705979 4.143605
1654544058.773607 -0.033024 -0.019175 0.013849 -0.172924 8.711993 4.227811
1654544058.778609 -0.018110 0.018110 -0.002131 -0.180908 8.683892 4.056133
1654544058.783611 0.034090 0.022371 -0.012784 -0.210981 8.677877 4.050119
1654544058.788613 0.017045 -0.010653 0.005326 -0.241054 8.671863 4.044104
1654544058.793614 -0.028763 -0.019175 0.013849 -0.127316 8.681828 3.846350
1654544058.798616 -0.024502 0.006392 -0.005326 -0.103260 8.681828 3.768167
1654544058.803617 0.022371 0.018110 -0.012784 -0.079204 8.681828 3.689987
1654544058.808619 0.026632 -0.006392 0.000000 -0.129638 8.652027 3.850171
1654544058.813621 -0.021306 -0.010653 0.014914 -0.135653 8.639996 3.868217
1654544058.818623 -0.030894 0.002131 0.002131 -0.141668 8.627966 3.886262
1654544058.823624 0.012784 0.005326 -0.010653 -0.106219 8.671224 4.001049
1654544058.828626 0.027698 -0.003196 -0.007457 -0.094190 8.683253 4.061194
1654544058.833628 -0.008522 -0.009588 0.013849 -0.082161 8.695282 4.121339
1654544058.838629 -0.031959 0.004261 0.009588 -0.095615 8.707312 4.015842
1654544058.843631 0.002131 0.003196 -0.007457 -0.095615 8.719342 3.997797
1654544058.848633 0.028763 0.003196 -0.007457 -0.095615 8.731372 3.979751
1654544058.853634 0.006392 0.000000 0.011718 -0.119187 8.708287 3.914198
1654544058.858473 -0.031959 0.000000 0.004261 -0.130945 8.702407 3.873044
1654544058.863474 -0.010653 0.001065 -0.004261 -0.143100 8.696330 3.830502
1654544058.868476 0.030894 -0.012784 -0.007457 -0.155256 8.690252 3.787956
1654544058.873478 0.007457 -0.001065 0.006392 -0.183666 8.634544 3.912644
1654544058.878479 -0.028763 0.015979 0.010653 -0.201709 8.610486 3.930688
1654544058.883481 -0.017045 -0.002131 -0.003196 -0.219753 8.586427 3.948732
1654544058.888483 0.023437 -0.015979 -0.006392 -0.067035 8.671032 4.013354
1654544058.893484 0.015979 0.000000 0.003196 -0.018914 8.689077 4.049445
1654544058.898486 -0.023437 0.020241 0.006392 0.029212 8.707124 4.085539
1654544058.903488 -0.015979 0.000000 0.006392 0.033985 8.725166 3.904930
1654544058.908489 0.018110 -0.023437 -0.003196 0.064061 8.743211 3.850793
1654544058.913491 0.015979 -0.007457 -0.004261 0.094135 8.761255 3.796661
1654544058.918493 -0.012784 0.031959 0.005326 -0.103045 8.739196 3.902943
1654544058.923494 -0.017045 0.009588 0.004261 -0.175225 8.739196 3.920988
1654544058.928496 0.007457 -0.037285 -0.004261 -0.247408 8.739196 3.939034
1654544058.933498 0.015979 -0.021306 -0.001065 -0.282711 8.653170 4.018524
1654544058.938499 -0.007457 0.029828 0.001065 -0.336839 8.611071 4.066637
1654544058.943501 -0.023437 0.034090 0.005326 -0.390970 8.568969 4.114753
1654544058.948503 0.007457 -0.022371 0.005326 -0.131226 8.650175 3.994723
1654544058.953504 0.013849 -0.039416 0.000000 -0.016946 8.674234 3.952620
1654544058.958506 -0.002131 0.023437 -0.001065 0.097335 8.698293 3.910516
1654544058.963508 -0.017045 0.052200 0.005326 0.211616 8.722353 3.868413
1654544058.968510 0.002131 -0.011718 0.004261 0.148273 8.762546 3.794038
1654544058.973511 0.010653 -0.058591 -0.001065 0.196384 8.792615 3.739912
1654544058.978513 -0.002131 0.003196 -0.002131 0.244494 8.822684 3.685789
1654544058.983515 -0.014914 0.060722 -0.002131 -0.204522 8.717181 3.963072
1654544058.988516 0.000000 0.010653 0.003196 -0.354888 8.693122 4.041262
1654544058.993518 0.011718 -0.060722 0.001065 -0.505262 8.669062 4.119457
1654544058.998519 0.001065 -0.020241 0.000000 -0.361912 8.631020 4.099739
1654544059.003521 -0.014914 0.064983 0.000000 -0.385973 8.600943 4.135831
