timestamp,north_m,east_m,down_m,vx_m_s,vy_m_s,vz_m_s
154739.857575024,-0.0028845539782196283,0.024084052070975304,0.00787353515625,0.0064999694004654884,0.02401288039982319,-0.0027298100758343935
154739.889591938,-0.002876900602132082,0.023976193740963936,0.0076904296875,0.006560838781297207,0.024308843538165092,-0.003205029061064124
154739.921088073,-0.002851783065125346,0.02390323579311371,0.00750732421875,0.007265008520334959,0.024390600621700287,-0.003192771226167679
154739.957160392,-0.0028034194838255644,0.023785460740327835,0.0072021484375,0.008270134218037128,0.024775411933660507,-0.0036166615318506956
154739.989377501,-0.0027247241232544184,0.02371818758547306,0.006988525390625,0.008531341329216957,0.02485370635986328,-0.004005195572972298
154740.021586576,-0.002632375340908766,0.0236793402582407,0.006744384765625,0.009387237019836903,0.024856356903910637,-0.004357101861387491
154740.057872992,-0.002547917887568474,0.023647958412766457,0.0064697265625,0.009881277568638325,0.026490861549973488,-0.004392375238239765
154740.089509259,-0.0025053706485778093,0.023631103336811066,0.006317138671875,0.009466931223869324,0.02594229392707348,-0.004646068438887596
154740.121375395,-0.0024559316225349903,0.023595210164785385,0.006103515625,0.008287285454571247,0.026231633499264717,-0.004821262322366238
154740.161129695,-0.0024252361617982388,0.023523129522800446,0.00592041015625,0.00820040050894022,0.025152096524834633,-0.005177705083042383
154740.196987208,-0.0024211506824940443,0.023422187194228172,0.005767822265625,0.007258482277393341,0.024737484753131866,-0.00534565094858408
154740.229445313,-0.0024363454431295395,0.023326780647039413,0.005645751953125,0.007404272444546223,0.025082534179091454,-0.004696811083704233
154740.26842632,-0.0024928895290941,0.023105192929506302,0.005523681640625,0.007085217162966728,0.024197490885853767,-0.005348901730030775
154740.30606362,-0.002532864920794964,0.022973274812102318,0.005462646484375,0.006822502706199884,0.023154519498348236,-0.006112153176218271
154740.369412808,-0.0026084110140800476,0.02268192544579506,0.005340576171875,0.007066947873681784,0.022680601105093956,-0.005391942802816629
154740.438228389,-0.0026753325946629047,0.02238962985575199,0.00531005859375,0.00715433806180954,0.02204716019332409,-0.006411262787878513
154740.469932265,-0.0027386234141886234,0.022150078788399696,0.0052490234375,0.007210086565464735,0.021493859589099884,-0.006499706767499447
154740.501058202,-0.0028038332238793373,0.021883521229028702,0.005218505859375,0.007030134089291096,0.02033090963959694,-0.005731391720473766
154740.53732143,-0.002934846095740795,0.02163078263401985,0.00518798828125,0.006066315807402134,0.019120987504720688,-0.006491503212600946
154740.569940288,-0.0030848898459225893,0.021410519257187843,0.005157470703125,0.0054545216262340546,0.018179023638367653,-0.006533677689731121
154740.602232528,-0.0032440542709082365,0.02113756164908409,0.005126953125,0.005987871903926134,0.017907598987221718,-0.005557628348469734
154740.637503508,-0.003420220920816064,0.02084176242351532,0.005096435546875,0.005463178735226393,0.017630115151405334,-0.004111087415367365
154740.669131452,-0.0035580117255449295,0.020633894950151443,0.005126953125,0.005534144584089518,0.01619490049779415,-0.0036571724340319633
154740.701377406,-0.003707956289872527,0.020394785329699516,0.005096435546875,0.005294790957123041,0.015402227640151978,-0.0039002264384180307
154740.737315337,-0.003859340911731124,0.020203933119773865,0.00506591796875,0.00461668660864234,0.016067713499069214,-0.0033890355844050646
154740.769656419,-0.004007472191005945,0.020064739510416985,0.00506591796875,0.004586145747452974,0.015481424517929554,-0.0035204796586185694
154740.805592992,-0.004158176947385073,0.019897880032658577,0.0050048828125,0.004180100746452808,0.015875810757279396,-0.0032706917263567448
154740.859746846,-0.004251571837812662,0.019781144335865974,0.004974365234375,0.0037159218918532133,0.015379320830106735,-0.004360517952591181
154740.893043333,-0.004320037085562944,0.019672967493534088,0.004913330078125,0.0029319957830011845,0.01496543362736702,-0.004106628708541393
154740.926000067,-0.004371670540422201,0.019553571939468384,0.004852294921875,0.003104420145973563,0.014171671122312546,-0.0029887626878917217
154740.961629205,-0.004405302461236715,0.019438274204730988,0.00482177734375,0.0037224581465125084,0.013732325285673141,-0.002139066345989704
154740.993115469,-0.0043985918164253235,0.01931053400039673,0.004791259765625,0.003966029267758131,0.013857278972864151,-0.0019843888003379107
154741.025771348,-0.004388965666294098,0.019204145297408104,0.004730224609375,0.004658182617276907,0.013651464134454727,-0.0021491069346666336
154741.061516045,-0.0043845633044838905,0.019105276092886925,0.004638671875,0.0036534005776047707,0.013864520005881786,-0.0013477583415806293
154741.093790136,-0.004385266453027725,0.019035322591662407,0.00457763671875,0.003843440907076001,0.013584135100245476,-0.00087871088180691
154741.125343866,-0.004382568411529064,0.018968388438224792,0.004486083984375,0.0032866839319467545,0.012636523693799973,-0.0017307987436652184
154741.161757153,-0.004422343336045742,0.01891297474503517,0.00433349609375,0.0026382042560726404,0.012476667761802673,-0.0018474204698577523
154741.193476723,-0.004531827289611101,0.018816359341144562,0.004150390625,0.002737774048000574,0.01239509042352438,-0.0018924804171547294
154741.2260728,-0.004667730536311865,0.018712183460593224,0.00396728515625,0.002938005607575178,0.01126689463853836,-0.0013646428706124425
154741.261772659,-0.0048098317347466946,0.018595987930893898,0.00384521484375,0.0014929048484191298,0.010621771216392517,-0.0011058415984734893
154741.293835575,-0.005043497774749994,0.018443802371621132,0.003753662109375,0.0007163146510720253,0.009834375232458115,-0.0003926251083612442
154741.325614121,-0.005269735120236874,0.0183344017714262,0.003631591796875,0.0013915379531681538,0.010383541695773602,-0.0005825960543006659
154741.361537416,-0.005509471520781517,0.01823609694838524,0.003509521484375,0.000541901565156877,0.009016529656946659,-0.0006570215336978436
