timestamp,north_m,east_m,down_m,vx_m_s,vy_m_s,vz_m_s
91006.5257935,-0.014610561542212963,0.009050782769918442,0.012420654296875,-0.015164012089371681,0.006971124093979597,-0.0025858909357339144
91006.557649075,-0.014749538153409958,0.009091677144169807,0.0125732421875,-0.015078333206474781,0.006793140899389982,-0.0023992503993213177
91006.589396565,-0.014892208389937878,0.009066740050911903,0.01263427734375,-0.015386822633445263,0.006896269042044878,-0.002370086032897234
91006.626660791,-0.01513635367155075,0.009042353369295597,0.012725830078125,-0.01609257608652115,0.007115728221833706,-0.0021615109872072935
91006.658066888,-0.0153054753318429,0.009003663435578346,0.012786865234375,-0.016173332929611206,0.007587636820971966,-0.002671889029443264
91006.689331101,-0.015455679967999458,0.008903936482965946,0.012786865234375,-0.01596372202038765,0.0069826641120016575,-0.00285708368755877
91006.725562604,-0.01559836883097887,0.008761218748986721,0.012786865234375,-0.015552819706499577,0.006120079196989536,-0.003255052026361227
91006.757686904,-0.015723103657364845,0.008596636354923248,0.012786865234375,-0.015575062483549118,0.0062410468235611916,-0.0032696265261620283
91006.79181726,-0.015895985066890717,0.008402234874665737,0.01275634765625,-0.016624750569462776,0.006002316251397133,-0.004064822103828192
91006.829128207,-0.016025133430957794,0.00824666302651167,0.01275634765625,-0.016517750918865204,0.005400725174695253,-0.0035708327777683735
91006.860991206,-0.01611797697842121,0.008062370121479034,0.012725830078125,-0.01653166674077511,0.004817957058548927,-0.0026951709296554327
91006.893269344,-0.01620272547006607,0.00788614246994257,0.012725830078125,-0.015616814605891705,0.004891428165137768,-0.0030908500775694847
91006.929357015,-0.016275063157081604,0.0077102226205170155,0.012664794921875,-0.015582850202918053,0.004257058724761009,-0.002922514919191599
91006.961794209,-0.016287662088871002,0.007479519117623568,0.01263427734375,-0.014971286058425903,0.0037993069272488356,-0.003172737080603838
91006.997725038,-0.016280798241496086,0.0072680688463151455,0.0125732421875,-0.01465537678450346,0.003847008105367422,-0.0037018575239926577
91007.033240153,-0.01621169038116932,0.007015238516032696,0.012420654296875,-0.014340284280478954,0.0031858717557042837,-0.004505230113863945
91007.06483078,-0.016039099544286728,0.006802843883633614,0.0123291015625,-0.013309258967638016,0.0019901969935745,-0.0034821557346731424
91007.096970079,-0.0158705897629261,0.006615380756556988,0.012237548828125,-0.01277665514498949,0.0019929190166294575,-0.0033214136492460966
91007.133301591,-0.01562540791928768,0.006476983428001404,0.01214599609375,-0.011663186363875866,0.002817063359543681,-0.002898542210459709
91007.16522379,-0.01534988172352314,0.006396699696779251,0.012054443359375,-0.011219515465199947,0.003061865456402302,-0.0026809326373040676
91007.196726338,-0.015089292079210281,0.0063451798632740974,0.011993408203125,-0.010322092100977898,0.0026159260887652636,-0.0026975637301802635
91007.233124186,-0.014710664749145508,0.0062982491217553616,0.011932373046875,-0.010055365040898323,0.002698966534808278,-0.002659520599991083
91007.264920365,-0.014389995485544205,0.006291546858847141,0.011932373046875,-0.010358041152358055,0.0027672206051647663,-0.00187740009278059
91007.297074903,-0.01409134455025196,0.006291378289461136,0.011962890625,-0.010259420610964298,0.0023723049089312553,-0.0020528885070234537
91007.332898818,-0.013795536942780018,0.006344261113554239,0.011932373046875,-0.010563559830188751,0.002056123921647668,-0.002521873451769352
91007.365108625,-0.013513479381799698,0.0063827852718532085,0.0118408203125,-0.009611138142645359,0.0023041139356791973,-0.0025344525929540396
91007.397040299,-0.013225075788795948,0.00640513189136982,0.01177978515625,-0.00941840186715126,0.0021053245291113853,-0.002419446362182498
91007.43285846,-0.012912034057080746,0.006431288551539183,0.01171875,-0.008915094658732414,0.0012120832689106464,-0.0023297194857150316
91007.464956493,-0.01268846821039915,0.006450257264077663,0.011627197265625,-0.008541874587535858,0.001233325689099729,-0.003462255233898759
91007.49693443,-0.012495307251811028,0.006453419104218483,0.01153564453125,-0.009277595207095146,0.0012265956029295921,-0.0037006656639277935
91007.53281342,-0.012300780043005943,0.006493282038718462,0.01141357421875,-0.008824682794511318,0.0016646224539726973,-0.0040237074717879295
91007.564937548,-0.01209314726293087,0.006552368868142366,0.011322021484375,-0.008702759630978107,0.00235303258523345,-0.00389828160405159
91007.597335925,-0.011859298683702946,0.006599514279514551,0.01123046875,-0.00852449145168066,0.002950758673250675,-0.003833153983578086
91007.633026963,-0.011584728956222534,0.006677268538624048,0.011138916015625,-0.009883598424494267,0.003397732274606824,-0.003075632266700268
91007.664864961,-0.011368825100362301,0.006755281239748001,0.011077880859375,-0.009614442475140095,0.0042032343335449696,-0.0028547451365739107
91007.696922421,-0.011081459932029247,0.006835529115051031,0.011016845703125,-0.008852123282849789,0.003844409715384245,-0.0031272047199308872
91007.733376299,-0.010783618316054344,0.006918817292898893,0.011016845703125,-0.008460178971290588,0.004081005230545998,-0.003153276164084673
91007.765627138,-0.010497582145035267,0.006999859120696783,0.010986328125,-0.008805518038570881,0.0035278890281915665,-0.004489765502512455
91007.797941178,-0.010154747404158115,0.007057297974824905,0.010955810546875,-0.007366870529949665,0.003914171364158392,-0.0035417419858276844
91007.833581989,-0.009718607179820538,0.0071664308197796345,0.01092529296875,-0.006525338161736727,0.005231738556176424,-0.003304000711068511
91007.864906736,-0.009393843822181225,0.007293056230992079,0.01092529296875,-0.00633533950895071,0.005939376074820757,-0.003482327563688159
91007.896908941,-0.009111839346587658,0.007432366721332073,0.01092529296875,-0.006524229887872934,0.006592201068997383,-0.003419789019972086
91007.93334677,-0.008854860439896584,0.007587576750665903,0.010894775390625,-0.006013716105371714,0.006467249244451523,-0.00338735431432724
